swahili,english,sim_pre_tli,sim_post_tli,group,improvement
mia na mbili,one hundred two,0.31043386459350586,0.45484596490859985,trained,0.144412100315094
mikono,hands,0.2908954620361328,0.3454104959964752,trained,0.05451503396034241
milioni,million,0.5455650091171265,0.5572459697723389,trained,0.011680960655212402
mimi,I,0.4527767300605774,0.5084856152534485,trained,0.055708885192871094
mimi,me,0.5634109973907471,0.6078410148620605,trained,0.04443001747131348
mimi ni,my name is,0.4853414297103882,0.6288007497787476,trained,0.14345932006835938
mimi ni mwanafunzi,I am a student,0.48302197456359863,0.6368530988693237,trained,0.1538311243057251
mjini,downtown,0.2728022038936615,0.380583256483078,trained,0.1077810525894165
mji,city/town,0.3392169177532196,0.4321750998497009,trained,0.09295818209648132
mkahawa,cafe/restaurant,0.35651031136512756,0.5096166133880615,trained,0.15310630202293396
mkate,bread,0.25477075576782227,0.3477376103401184,trained,0.09296685457229614
mkoba,bag,0.27008703351020813,0.35697638988494873,trained,0.0868893563747406
mkulima,farmer,0.302151620388031,0.4145870506763458,trained,0.11243543028831482
mlango,door,0.2372673600912094,0.2850401997566223,trained,0.0477728396654129
mlima,mountain,0.3057962954044342,0.409969687461853,trained,0.10417339205741882
moja,one,0.3465918302536011,0.47207361459732056,trained,0.12548178434371948
moto,fire,0.36932557821273804,0.39862769842147827,trained,0.029302120208740234
moto,hot,0.4212847054004669,0.44367659091949463,trained,0.02239188551902771
moyo,heart,0.30726057291030884,0.3496384024620056,trained,0.04237782955169678
mpishi,cook,0.2658836543560028,0.3214704990386963,trained,0.05558684468269348
mpya,new,0.2777755856513977,0.3669688403606415,trained,0.08919325470924377
mrembo,beautiful,0.25389498472213745,0.27103719115257263,trained,0.01714220643043518
msichana,girl,0.25769317150115967,0.3370129466056824,trained,0.0793197751045227
msikiti,mosque,0.3661957383155823,0.5119157433509827,trained,0.1457200050354004
msitu,forest,0.23514115810394287,0.2964133620262146,trained,0.06127220392227173
msitu,woods,0.2149781435728073,0.3198549151420593,trained,0.10487677156925201
mti,tree,0.2744743227958679,0.36908823251724243,trained,0.09461390972137451
mti,wood,0.23271699249744415,0.36419808864593506,trained,0.1314810961484909
mtoto,child,0.24781037867069244,0.3172092139720917,trained,0.06939883530139923
mtandao,internet,0.262708842754364,0.33195680379867554,trained,0.06924796104431152
mto,river,0.29896974563598633,0.3512442111968994,trained,0.052274465560913086
muda,time,0.37595245242118835,0.43652740120887756,trained,0.06057494878768921
mume,husband,0.3300115764141083,0.3993326425552368,trained,0.06932106614112854
muhimu,important,0.2764981687068939,0.29189708828926086,trained,0.015398919582366943
muziki,music,0.4265804886817932,0.48594143986701965,trained,0.05936095118522644
mvua,rain,0.2379404604434967,0.3580898940563202,trained,0.12014943361282349
mvuvi,fisherman,0.24251064658164978,0.3947967290878296,trained,0.1522860825061798
mwalimu,teacher,0.2972489595413208,0.34833288192749023,trained,0.051083922386169434
mwana,child,0.2367870807647705,0.31669384241104126,trained,0.07990676164627075
mwana,son,0.2696566581726074,0.4090803861618042,trained,0.13942372798919678
mwanafunzi,student,0.26259827613830566,0.3300201892852783,trained,0.06742191314697266
mwanaume,man,0.3525126874446869,0.5153607130050659,trained,0.16284802556037903
mwanamke,woman,0.32341623306274414,0.41687268018722534,trained,0.0934564471244812
mwenyeji,host,0.26852354407310486,0.30805251002311707,trained,0.03952896595001221
mwezi,moon,0.3222317099571228,0.39860695600509644,trained,0.07637524604797363
mwezi,month,0.2900288701057434,0.339580774307251,trained,0.04955190420150757
mwisho,last,0.22603915631771088,0.310432493686676,trained,0.08439333736896515
mwitu,forest,0.21023038029670715,0.2890956997871399,trained,0.07886531949043274
mwitu,woods,0.24508176743984222,0.35952961444854736,trained,0.11444784700870514
mwamba,cliff,0.27859482169151306,0.36600130796432495,trained,0.08740648627281189
mwamba,reef,0.22558066248893738,0.33927762508392334,trained,0.11369696259498596
mwaka,year,0.23156267404556274,0.313388466835022,trained,0.08182579278945923
mzuri,fine,0.2751162350177765,0.31551891565322876,trained,0.04040268063545227
mzuri,good,0.3089272677898407,0.3519969582557678,trained,0.043069690465927124
mzuri sana,very well,0.33530616760253906,0.44258296489715576,trained,0.1072767972946167
na dakika,and minutes,0.46802473068237305,0.5527862310409546,trained,0.08476150035858154
na wewe je,and you,0.4578855037689209,0.5853796005249023,trained,0.12749409675598145
nane,eight,0.33011120557785034,0.3702061176300049,trained,0.04009491205215454
nani,who,0.33664408326148987,0.39157259464263916,trained,0.05492851138114929
nanasi,pineapple,0.2942223846912384,0.37739643454551697,trained,0.08317404985427856
nchi kavu,land,0.32211044430732727,0.43956685066223145,trained,0.11745640635490417
ndefu,long,0.20018094778060913,0.29421108961105347,trained,0.09403014183044434
ndege,airplane,0.17458993196487427,0.30463823676109314,trained,0.13004830479621887
ndani,inside,0.26830315589904785,0.30898532271385193,trained,0.04068216681480408
ndizi,banana,0.24966639280319214,0.3261440694332123,trained,0.07647767663002014
ndogo,small,0.2686176300048828,0.3440307080745697,trained,0.07541307806968689
ndoto,dream,0.21319112181663513,0.325699120759964,trained,0.11250799894332886
ndugu,relative/brother,0.2091895043849945,0.3139277696609497,trained,0.1047382652759552
ndugu,sibling,0.3133869171142578,0.4182385206222534,trained,0.1048516035079956
ndugu,younger sibling,0.27032649517059326,0.36714524030685425,trained,0.09681874513626099
ndiyo,yes,0.2834537625312805,0.4251890778541565,trained,0.14173531532287598
nene,thick,0.40394145250320435,0.4545646011829376,trained,0.050623148679733276
ngapi,how many,0.27476948499679565,0.39966246485710144,trained,0.12489297986030579
ng'ombe,cow,0.26605430245399475,0.3688048720359802,trained,0.10275056958198547
ngozi,skin,0.18926510214805603,0.29722678661346436,trained,0.10796168446540833
nguo,clothes,0.2738994061946869,0.31434252858161926,trained,0.04044312238693237
ngumu,difficult/hard,0.3099205195903778,0.3641677498817444,trained,0.05424723029136658
ngurumo,thunder,0.33115488290786743,0.3971216082572937,trained,0.06596672534942627
nguvu,strength,0.21282778680324554,0.276238352060318,trained,0.06341056525707245
nimechoka,I am tired,0.37127697467803955,0.54109787940979,trained,0.1698209047317505
nimefurahi kukutana,pleased to meet you,0.37815630435943604,0.55755215883255,trained,0.179395854473114
nimepotea,I am lost,0.3684236407279968,0.5212011933326721,trained,0.1527775526046753
nimeshiba,I am satisfied,0.3463059961795807,0.4946190118789673,trained,0.1483130156993866
ninafanya kazi kwa,I am doing work for,0.4671514332294464,0.6266915798187256,trained,0.15954014658927917
ninaitwa,I call myself,0.2850012183189392,0.4496842622756958,trained,0.1646830439567566
ninafuraha kukutana nawe,nice to meet you,0.39684417843818665,0.611444354057312,trained,0.21460017561912537
ninasikia kiu,I am thirsty,0.4390147626399994,0.5844307541847229,trained,0.1454159915447235
ninasikia njaa,I am hungry,0.40515124797821045,0.5841020345687866,trained,0.17895078659057617
ninaomba,I would like,0.32942354679107666,0.46453121304512024,trained,0.13510766625404358
ninatoka nchi ya,I am from,0.3864457905292511,0.5565667152404785,trained,0.17012092471122742
nini,what,0.3081890642642975,0.3816565275192261,trained,0.07346746325492859
nisamehe,excuse me,0.30316412448883057,0.42797401547431946,trained,0.12480989098548889
nitakuja,I will come,0.28239205479621887,0.4625893235206604,trained,0.18019726872444153
njano,yellow,0.2665393650531769,0.32470664381980896,trained,0.05816727876663208
njia,way/path,0.24333077669143677,0.38416588306427,trained,0.14083510637283325
nyama,meat,0.33444735407829285,0.45358437299728394,trained,0.11913701891899109
nyama choma,grilled meat,0.3540550172328949,0.4954243302345276,trained,0.1413693130016327
nyani,monkey,0.21215571463108063,0.3273869752883911,trained,0.11523126065731049
nyanya,tomato,0.2562538981437683,0.37621721625328064,trained,0.11996331810951233
nyeusi,black,0.252205491065979,0.340547114610672,trained,0.088341623544693
nyeupe,white,0.2880719304084778,0.3865061104297638,trained,0.09843418002128601
nyekundu,red,0.28398120403289795,0.3986729085445404,trained,0.11469170451164246
nyepesi,light,0.21696235239505768,0.3356838822364807,trained,0.11872152984142303
nyika,savanna,0.2343258261680603,0.37836071848869324,trained,0.14403489232063293
nyinyi,you (plural),0.3270983099937439,0.4867263436317444,trained,0.1596280336380005
nyoka,snake,0.23751619458198547,0.3599281311035156,trained,0.12241193652153015
nyota,star,0.276785284280777,0.39118432998657227,trained,0.11439904570579529
nyumba,house,0.2774730622768402,0.3686186373233795,trained,0.0911455750465393
nywele,hair,0.2359064519405365,0.3580993413925171,trained,0.12219288945198059
nyembamba,narrow,0.36013373732566833,0.44134455919265747,trained,0.08121082186698914
nyati,buffalo,0.29826390743255615,0.3792572021484375,trained,0.08099329471588135
nyuma,back,0.21519601345062256,0.3335815370082855,trained,0.11838552355766296
nyuma,behind,0.20991435647010803,0.31218835711479187,trained,0.10227400064468384
nje,outside,0.2612479329109192,0.29857832193374634,trained,0.03733038902282715
nzito,heavy,0.23316903412342072,0.30139094591140747,trained,0.06822191178798676
nzuri,beautiful,0.2555667459964752,0.31242305040359497,trained,0.05685630440711975
nzuri,good,0.24803426861763,0.3164348602294922,trained,0.06840059161186218
paka,cat,0.42809203267097473,0.45561400055885315,trained,0.027521967887878418
pamoja,together,0.34828200936317444,0.4156064987182617,trained,0.06732448935508728
pango,cave,0.49289578199386597,0.5117743015289307,trained,0.018878519535064697
parachichi,avocado,0.3601956367492676,0.46598610281944275,trained,0.10579046607017517
pembeni,corner,0.2373599410057068,0.2933186888694763,trained,0.05595874786376953
pesa,money,0.256653755903244,0.3357550799846649,trained,0.0791013240814209
pesa ngapi,how much money,0.2905314266681671,0.4449514150619507,trained,0.15441998839378357
pikipiki,motorcycle,0.2624424695968628,0.3443814516067505,trained,0.0819389820098877
pilipili,pepper,0.3942999839782715,0.44642016291618347,trained,0.05212017893791199
pili,second,0.37092143297195435,0.37076684832572937,trained,-0.00015458464622497559
poa,cool,0.2973511815071106,0.36050739884376526,trained,0.06315621733665466
pole,my sympathy,0.26394858956336975,0.3033652901649475,trained,0.03941670060157776
pole pole,slowly,0.2526933252811432,0.3095293343067169,trained,0.05683600902557373
polisi,police,0.820666491985321,0.8291529417037964,trained,0.008486449718475342
posta,post office,0.39090025424957275,0.4771583676338196,trained,0.08625811338424683
povu,foam,0.42465686798095703,0.5027758479118347,trained,0.07811897993087769
pua,nose,0.44742774963378906,0.5148164629936218,trained,0.06738871335983276
punda,donkey,0.32872647047042847,0.42743629217147827,trained,0.0987098217010498
punda milia,zebra,0.3322262465953827,0.4763159155845642,trained,0.14408966898918152
pwani,beach,0.31316518783569336,0.4035593569278717,trained,0.09039416909217834
pwani,coast/beach,0.303206205368042,0.39545902609825134,trained,0.09225282073020935
pwani,shore,0.23749224841594696,0.3227851986885071,trained,0.08529295027256012
radi,bolt of lightning,0.22054347395896912,0.3091508150100708,trained,0.08860734105110168
rafiki,friend,0.19753393530845642,0.3071848750114441,trained,0.10965093970298767
rafiki,friend/pal,0.22823359072208405,0.36236029863357544,trained,0.1341267079114914
rahisi,easy/cheap,0.2280389964580536,0.35089266300201416,trained,0.12285366654396057
rahisi,cheap,0.19540730118751526,0.2841416597366333,trained,0.08873435854911804
rangi,color/paint,0.31796786189079285,0.40363654494285583,trained,0.08566868305206299
rasi,cape,0.21478097140789032,0.3170919418334961,trained,0.10231097042560577
redio,radio,0.3956061005592346,0.43352407217025757,trained,0.03791797161102295
rubani,pilot,0.3316510021686554,0.41685348749160767,trained,0.08520248532295227
rudia tena,repeat again,0.2768465280532837,0.36039698123931885,trained,0.08355045318603516
saa,clock/hour,0.3060038685798645,0.38278263807296753,trained,0.07677876949310303
saa,watch/clock/hour,0.3403671979904175,0.39240944385528564,trained,0.052042245864868164
saa kumi,4 PM,0.36135807633399963,0.45995163917541504,trained,0.0985935628414154
saa kumi na mbili,6 PM,0.3800373077392578,0.4674985408782959,trained,0.08746123313903809
saa mbili usiku,8 PM,0.3418405055999756,0.43820083141326904,trained,0.09636032581329346
saa moja,7 AM,0.36509382724761963,0.4782845079898834,trained,0.1131906807422638
saa ngapi,what time is it,0.3620375990867615,0.558509111404419,trained,0.19647151231765747
saa sita,12 PM (noon),0.3408854603767395,0.49510449171066284,trained,0.15421903133392334
saa tano,11 AM,0.3516492545604706,0.45789676904678345,trained,0.10624751448631287
saba,seven,0.3636203110218048,0.38672935962677,trained,0.02310904860496521
sabini,seventy,0.4134475588798523,0.552212119102478,trained,0.13876456022262573
safari,journey,0.3599352538585663,0.3968331217765808,trained,0.036897867918014526
safari,trip,0.35110288858413696,0.3321070075035095,trained,-0.01899588108062744
safi,clean,0.3215644955635071,0.31471189856529236,trained,-0.006852596998214722
sahihi,correct,0.24162310361862183,0.2547266483306885,trained,0.01310354471206665
sakafu,floor,0.22575856745243073,0.2876376509666443,trained,0.06187908351421356
salama,peaceful,0.24755984544754028,0.33741456270217896,trained,0.08985471725463867
samaki,fish,0.2540361285209656,0.36304160952568054,trained,0.10900548100471497
samahani,excuse me,0.26626959443092346,0.3861103057861328,trained,0.11984071135520935
samahani,sorry,0.20542395114898682,0.25753164291381836,trained,0.05210769176483154
sasa,now,0.3478638529777527,0.38631993532180786,trained,0.038456082344055176
sauti,voice,0.26484590768814087,0.30385056138038635,trained,0.03900465369224548
savana,savanna,0.5701415538787842,0.6095912456512451,trained,0.03944969177246094
sawa,okay,0.2890896499156952,0.3598055839538574,trained,0.07071593403816223
sekunde,second,0.38144922256469727,0.436017781496048,trained,0.05456855893135071
sema tena pole pole,repeat that slowly,0.36632245779037476,0.48229891061782837,trained,0.11597645282745361
sema tena tafadhali,can you repeat that please,0.4210081100463867,0.5914556980133057,trained,0.17044758796691895
shida,problem,0.2702316641807556,0.3368798494338989,trained,0.06664818525314331
shida kidogo,small problem,0.3542000651359558,0.4582761526107788,trained,0.104076087474823
shule,school,0.4180904030799866,0.4592739939689636,trained,0.04118359088897705
shwari,calm,0.3297836482524872,0.4289640188217163,trained,0.09918037056922913
sifahamu,I don't understand,0.3340684473514557,0.5127949118614197,trained,0.178726464509964
sijui,I don't know,0.3617321848869324,0.5412355661392212,trained,0.17950338125228882
sikio,ear,0.26437491178512573,0.35412582755088806,trained,0.08975091576576233
siku njema,have a good day,0.33156538009643555,0.4687459170818329,trained,0.13718053698539734
simba,lion,0.2584100663661957,0.32518067955970764,trained,0.06677061319351196
simu,phone,0.28339114785194397,0.33635413646698,trained,0.05296298861503601
siongei Kiswahili,I don't speak Swahili,0.5870703458786011,0.7373224496841431,trained,0.150252103805542
sisi,us,0.45824065804481506,0.5568491220474243,trained,0.09860846400260925
sisi,we,0.4418781101703644,0.4981266260147095,trained,0.05624851584434509
sita,six,0.389816552400589,0.45588529109954834,trained,0.06606873869895935
sitini,sixty,0.2888615131378174,0.41607969999313354,trained,0.12721818685531616
soko,market,0.34366491436958313,0.3812127113342285,trained,0.037547796964645386
stesheni,station,0.2979435622692108,0.35419750213623047,trained,0.05625393986701965
sufuri,zero,0.3023999333381653,0.34126701951026917,trained,0.03886708617210388
sukari,sugar,0.6183114051818848,0.6687988042831421,trained,0.050487399101257324
swala,gazelle,0.37245750427246094,0.5079879760742188,trained,0.1355304718017578
swali,question,0.2833389937877655,0.33444473147392273,trained,0.05110573768615723
taa,light/lamp,0.2954689860343933,0.3887118101119995,trained,0.0932428240776062
tafadhali,please,0.18913403153419495,0.2655257284641266,trained,0.07639169692993164
tamu,sweet,0.2878822684288025,0.31583672761917114,trained,0.027954459190368652
tambarare,plain,0.20224307477474213,0.2552066445350647,trained,0.05296356976032257
tango,cucumber,0.4675041735172272,0.4775470793247223,trained,0.010042905807495117
tano,five,0.37136125564575195,0.41338759660720825,trained,0.0420263409614563
tatu,three,0.3675661087036133,0.3752880394458771,trained,0.007721930742263794
tatu,third,0.30534809827804565,0.31476902961730957,trained,0.009420931339263916
taulo,towel,0.420248419046402,0.5165871381759644,trained,0.09633871912956238
teksi,taxi,0.4045885503292084,0.5065690279006958,trained,0.10198047757148743
televisheni,television,0.552248477935791,0.597556471824646,trained,0.04530799388885498
tembo,elephant,0.3186013996601105,0.4310727119445801,trained,0.1124713122844696
tetemeko,earthquake,0.24377943575382233,0.3649423122406006,trained,0.12116287648677826
thelathini,thirty,0.5504094362258911,0.6285110712051392,trained,0.07810163497924805
themanini,eighty,0.3023833930492401,0.38638144731521606,trained,0.08399805426597595
tikiti maji,watermelon,0.26666662096977234,0.3620013892650604,trained,0.09533476829528809
tisa,nine,0.3320105969905853,0.3600529730319977,trained,0.028042376041412354
tisini,ninety,0.3810918629169464,0.47112327814102173,trained,0.09003141522407532
treni,train,0.409723162651062,0.4895261526107788,trained,0.0798029899597168
tufani,storm,0.26387107372283936,0.2888560891151428,trained,0.024985015392303467
twiga,giraffe,0.3467905521392822,0.469643771648407,trained,0.12285321950912476
udongo,soil,0.33978769183158875,0.45317816734313965,trained,0.1133904755115509
ufuko,shore,0.22075094282627106,0.32205313444137573,trained,0.10130219161510468
ugali,cornmeal porridge,0.25089770555496216,0.3671918213367462,trained,0.11629411578178406
ugonjwa,illness,0.2685622572898865,0.4187009334564209,trained,0.15013867616653442
ukuta,wall,0.2759266197681427,0.3642405867576599,trained,0.08831396698951721
ukweli,truth,0.19622023403644562,0.27501243352890015,trained,0.07879219949245453
ulimwengu,world,0.2978355884552002,0.38758939504623413,trained,0.08975380659103394
ulimi,tongue,0.3463500142097473,0.48395174741744995,trained,0.13760173320770264
umeme,lightning,0.257505863904953,0.3436090052127838,trained,0.08610314130783081
unaweza kunisaidia,can you help me,0.41622859239578247,0.5982339978218079,trained,0.1820054054260254
unaitwa nani,what do you call yourself,0.36048996448516846,0.5487609505653381,trained,0.18827098608016968
uongo,lie,0.26459717750549316,0.3683735430240631,trained,0.10377636551856995
upande,side,0.33029812574386597,0.3708530068397522,trained,0.04055488109588623
upendo,love,0.2619093358516693,0.3415662348270416,trained,0.07965689897537231
upinde,rainbow,0.30098849534988403,0.42702341079711914,trained,0.1260349154472351
usiku,night,0.2542676627635956,0.3258820176124573,trained,0.0716143548488617
usingizi,sleep,0.20180104672908783,0.2684497833251953,trained,0.06664873659610748
usingizi,sleepiness,0.1958366334438324,0.30247634649276733,trained,0.10663971304893494
uwanja wa ndege,airport,0.24406732618808746,0.3290976285934448,trained,0.08503030240535736
upepo,wind,0.21726684272289276,0.31676775217056274,trained,0.09950090944766998
vipi,how,0.2114560306072235,0.30308812856674194,trained,0.09163209795951843
vipi,what's up with you,0.25238484144210815,0.3948689103126526,trained,0.14248406887054443
viatu,shoes,0.3021528422832489,0.3867850601673126,trained,0.08463221788406372
vita,war,0.3880544602870941,0.4391568899154663,trained,0.05110242962837219
vumbi,dust,0.2807621359825134,0.3546416759490967,trained,0.07387953996658325
wali,rice,0.34573638439178467,0.41312894225120544,trained,0.06739255785942078
wanaume,men,0.3981231153011322,0.47458791732788086,trained,0.07646480202674866
wanawake,women,0.29051440954208374,0.38763299584388733,trained,0.09711858630180359
wangwa,lagoon,0.3410799503326416,0.44758141040802,trained,0.10650146007537842
wapi,where,0.31311097741127014,0.36613452434539795,trained,0.05302354693412781
wazo,idea,0.32191264629364014,0.3745759129524231,trained,0.05266326665878296
wao,they,0.40216636657714844,0.4444517493247986,trained,0.042285382747650146
wao,them,0.34449470043182373,0.39593639969825745,trained,0.051441699266433716
wakati,time,0.3491913974285126,0.42571622133255005,trained,0.07652482390403748
wakati,time/moment,0.2917540967464447,0.37559008598327637,trained,0.08383598923683167
wewe,you,0.46118611097335815,0.48060792684555054,trained,0.019421815872192383
wiki,week,0.2837889790534973,0.32460981607437134,trained,0.04082083702087402
wimbi,wave,0.34034785628318787,0.37504541873931885,trained,0.03469756245613098
yeye,he/she,0.35694390535354614,0.4401930868625641,trained,0.08324918150901794
yeye,him/her,0.29406028985977173,0.38458356261253357,trained,0.09052327275276184
zamani,old,0.3339025676250458,0.42756903171539307,trained,0.09366646409034729
zambarau,purple,0.27270787954330444,0.2999672591686249,trained,0.027259379625320435
ziwa,lake,0.31369876861572266,0.39417535066604614,trained,0.08047658205032349
baya,bad,0.47836118936538696,0.5242269039154053,control,0.04586571455001831
bega,shoulder,0.33082032203674316,0.35106152296066284,control,0.020241200923919678
bibi,madam,0.3567236065864563,0.42623230814933777,control,0.06950870156288147
buibui,spider,0.24273820221424103,0.34754472970962524,control,0.10480652749538422
chungu,bitter,0.4436689019203186,0.5053119659423828,control,0.06164306402206421
chini ya,under,0.2874005436897278,0.3621290922164917,control,0.07472854852676392
dogo,small,0.32116347551345825,0.3987467288970947,control,0.07758325338363647
elfu moja,one thousand,0.3206719756126404,0.4540610611438751,control,0.13338908553123474
fagio,broom,0.3982219099998474,0.5042165517807007,control,0.10599464178085327
friji,fridge,0.6029725074768066,0.6500656604766846,control,0.04709315299987793
ishirini na moja,twenty-one,0.2715320587158203,0.41132187843322754,control,0.13978981971740723
kifua,chest,0.2748660743236542,0.36019185185432434,control,0.08532577753067017
kijiko,spoon,0.33197668194770813,0.4307153522968292,control,0.0987386703491211
kila,every,0.3074001669883728,0.3329511880874634,control,0.025551021099090576
kioo,glass (drinking),0.3670627474784851,0.501029372215271,control,0.1339666247367859
kisu,knife,0.2985706329345703,0.35683348774909973,control,0.05826285481452942
kitambaa,cloth,0.21928343176841736,0.2762559652328491,control,0.05697253346443176
kobe,turtle,0.2538098990917206,0.33815497159957886,control,0.08434507250785828
kuamka,to wake up,0.3567473292350769,0.5185051560401917,control,0.16175782680511475
kuandika,to write,0.3341476321220398,0.47418224811553955,control,0.14003461599349976
kuangalia,to look,0.32228782773017883,0.4418978691101074,control,0.11961004137992859
kuanza,to start,0.35931113362312317,0.4767368733882904,control,0.11742573976516724
kuchelewa,to be late,0.3896148204803467,0.5198123455047607,control,0.13019752502441406
kuelewa,to understand,0.34295591711997986,0.4545450508594513,control,0.11158913373947144
kueleza,to explain,0.343610018491745,0.4455607831478119,control,0.1019507646560669
kufika,to arrive,0.34180325269699097,0.46142950654029846,control,0.1196262538433075
kufunga,to tie,0.3681551218032837,0.47791045904159546,control,0.10975533723831177
kuu,great,0.26869603991508484,0.3213631212711334,control,0.052667081356048584
kuosha,to wash,0.35904887318611145,0.5336521863937378,control,0.17460331320762634
kusimama,to stand,0.24918979406356812,0.4007766842842102,control,0.1515868902206421
kumi na moja,eleven,0.37758517265319824,0.4790472984313965,control,0.10146212577819824
kumi na mbili,twelve,0.36979588866233826,0.4112020432949066,control,0.04140615463256836
mamba,crocodile,0.35948216915130615,0.40832117199897766,control,0.04883900284767151
mara mbili,twice,0.34675362706184387,0.38098183274269104,control,0.03422820568084717
mara moja,once,0.2915806770324707,0.34832966327667236,control,0.05674898624420166
mayai,eggs,0.2761271595954895,0.38393735885620117,control,0.10781019926071167
mbali na,far from,0.30772343277931213,0.42575007677078247,control,0.11802664399147034
mbu,mosquito,0.3134320378303528,0.4392830729484558,control,0.12585103511810303
mbuzi,goat,0.28758442401885986,0.4153556823730469,control,0.127771258354187
mgongo,back (body),0.2763599157333374,0.4057081639766693,control,0.1293482482433319
mia moja,one hundred,0.29106560349464417,0.4206973612308502,control,0.12963175773620605
mke,wife,0.3013838231563568,0.35287943482398987,control,0.05149561166763306
mpole,gentle,0.2665649950504303,0.3714436888694763,control,0.10487869381904602
nne,four,0.33369892835617065,0.37765809893608093,control,0.04395917057991028
ndoo,bucket,0.2384227216243744,0.3523412048816681,control,0.1139184832572937
nguruwe,pig,0.23865777254104614,0.3126186728477478,control,0.07396090030670166
nzi,fly,0.257973849773407,0.3614528775215149,control,0.10347902774810791
nyuki,bee,0.23426249623298645,0.3552095293998718,control,0.12094703316688538
pekee,alone,0.22131668031215668,0.2952396273612976,control,0.07392294704914093
refu,tall,0.3266093134880066,0.4178200364112854,control,0.09121072292327881
sabuni,soap,0.3158242702484131,0.3478510081768036,control,0.0320267379283905
sahani,plate,0.16572189331054688,0.21626071631908417,control,0.05053882300853729
shingo,neck,0.23924240469932556,0.33043497800827026,control,0.0911925733089447
siafu,ant,0.4413027763366699,0.466331422328949,control,0.025028645992279053
siku,day,0.35809117555618286,0.41009730100631714,control,0.05200612545013428
suluhisho,solution,0.25540485978126526,0.30186036229133606,control,0.0464555025100708
sungura,rabbit,0.26693224906921387,0.2903899550437927,control,0.023457705974578857
tumbo,stomach,0.41156017780303955,0.5312747955322266,control,0.11971461772918701
uhuru,freedom,0.24486765265464783,0.3369658291339874,control,0.0920981764793396
uma,fork,0.172456756234169,0.2702147960662842,control,0.09775803983211517
vibaya,badly,0.35824552178382874,0.4518897235393524,control,0.09364420175552368
vizuri,well,0.19979840517044067,0.32465070486068726,control,0.12485229969024658
zuri,good,0.3132531940937042,0.3590663969516754,control,0.04581320285797119
